DATAFLOW,LAST UPDATE,freq,indic_em,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,HR,2015,719,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,HR,2016,721,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,HR,2017,735,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,HR,2018,751,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,HR,2019,758,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,HR,2020,747,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,HR,2021,762,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,HR,2022,776,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,HU,2009,1857,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,HU,2010,1866,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,HU,2011,1866,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,HU,2012,1895,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,HU,2013,1911,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,HU,2014,1989,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,HU,2015,2035,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,HU,2016,2102,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,HU,2017,2111,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,HU,2018,2136,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,HU,2019,2133,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,HU,2020,2103,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,HU,2021,2118,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,HU,2022,2155,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IE,2009,911,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IE,2010,879,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IE,2011,864,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IE,2012,863,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IE,2013,877,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IE,2014,894,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IE,2015,921,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IE,2016,958,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IE,2017,986,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IE,2018,1010,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IE,2019,1039,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IE,2020,1000,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IE,2021,1083,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IE,2022,1157,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IS,2009,76,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IS,2010,77,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IS,2011,77,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IS,2012,78,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IS,2013,80,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IS,2014,82,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IS,2015,84,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IS,2016,85,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IS,2017,86,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IS,2018,88,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IS,2019,89,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IS,2020,86,b
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IS,2021,86,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IS,2022,93,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IT,2009,9032,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IT,2010,9016,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IT,2011,9117,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IT,2012,9204,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IT,2013,9079,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IT,2014,9125,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IT,2015,9151,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IT,2016,9290,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IT,2017,9415,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IT,2018,9490,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IT,2019,9564,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IT,2020,9180,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IT,2021,9290,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,IT,2022,9528,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LT,2009,674,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LT,2010,646,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LT,2011,636,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LT,2012,642,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LT,2013,644,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LT,2014,656,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LT,2015,663,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LT,2016,674,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LT,2017,670,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LT,2018,669,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LT,2019,669,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LT,2020,648,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LT,2021,650,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LT,2022,691,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LU,2009,93,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LU,2010,95,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LU,2011,97,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LU,2012,103,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LU,2013,105,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LU,2014,109,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LU,2015,115,b
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LU,2016,117,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LU,2017,125,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LU,2018,129,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LU,2019,132,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LU,2020,135,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LU,2021,141,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LU,2022,145,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LV,2009,455,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LV,2010,434,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LV,2011,433,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LV,2012,433,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LV,2013,437,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LV,2014,431,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LV,2015,436,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LV,2016,436,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LV,2017,433,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LV,2018,438,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LV,2019,436,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LV,2020,426,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LV,2021,408,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,LV,2022,423,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,ME,2009,,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,ME,2010,,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,ME,2011,85,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,ME,2012,88,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,ME,2013,90,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,ME,2014,96,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,ME,2015,99,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,ME,2016,99,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,ME,2017,99,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,ME,2018,102,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,ME,2019,105,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,ME,2020,94,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,ME,2021,,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,ME,2022,,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,MK,2009,238,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,MK,2010,243,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,MK,2011,254,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,MK,2012,255,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,MK,2013,269,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,MK,2014,269,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,MK,2015,279,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,MK,2016,281,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,MK,2017,288,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,MK,2018,297,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,MK,2019,317,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,MK,2020,320,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,MK,2021,,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,MK,2022,,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,MT,2009,53,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,MT,2010,56,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,MT,2011,58,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,MT,2012,64,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,MT,2013,69,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,MT,2014,74,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,MT,2015,76,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,MT,2016,81,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,MT,2017,87,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,MT,2018,96,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,MT,2019,101,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,MT,2020,105,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,MT,2021,109,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,MT,2022,118,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,NL,2009,3850,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,NL,2010,3846,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,NL,2011,3875,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,NL,2012,3899,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,NL,2013,3879,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,NL,2014,3824,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,NL,2015,3879,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,NL,2016,3940,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,NL,2017,4027,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,NL,2018,4120,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,NL,2019,4204,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,NL,2020,4207,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,NL,2021,4271,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,NL,2022,4393,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,NO,2009,1180,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,NO,2010,1182,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,NO,2011,1198,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,NO,2012,1211,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,NO,2013,1219,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,NO,2014,1224,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,NO,2015,1229,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,NO,2016,1240,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,NO,2017,1241,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,NO,2018,1252,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,NO,2019,1266,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,NO,2020,1264,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,NO,2021,1266,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,NO,2022,1295,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,PL,2009,6808,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,PL,2010,6614,b
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,PL,2011,6638,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,PL,2012,6686,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,PL,2013,6673,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,PL,2014,6838,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,PL,2015,6998,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,PL,2016,7077,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,PL,2017,7168,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,PL,2018,7225,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,PL,2019,7165,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,PL,2020,7121,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,PL,2021,7368,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,PL,2022,7467,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,PT,2009,2088,
ESTAT:LFSI_EMP_A(1.0),20/06/23 23:00:00,A,EMP_LFS,F,Y15-64,THS_PER,PT,2010,2075,
